Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Img Src,Img Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
,MICROFIBER TOWEL 1.0,MICROFIBER TOWEL 1.0,UST,Parts,,,false,,,,,,,327954,,,,,manual,9.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,9.99,,draft
,MICROFIBER TOWEL 2.0,MICROFIBER TOWEL 2.0,UST,Parts,,,false,,,,,,,327958,,,,,manual,11.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,11.99,,draft
,WAYPOINT COMPASS,WAYPOINT COMPASS,UST,Parts,,,false,,,,,,,327983,,,,,manual,5.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,5.99,,draft
,GLACIER STAINLESS 6 CUP PERC,GLACIER STAINLESS 6 CUP PERC,GSI,Parts,,,false,,,,,,,327990,,,,,manual,29.95,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,29.95,,draft
,GLACIER STAINLESS 9 CUP PERC,GLACIER STAINLESS 9 CUP PERC,GSI,Parts,,,false,,,,,,,327992,,,,,manual,44.95,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,44.95,,draft
,OLICAMP ROCKET FUEL 100G/3.5OZ,OLICAMP ROCKET FUEL 100G/3.5OZ,OLICAMP,Parts,,,false,,,,,,,328060,,,,,manual,4.05,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,4.05,,draft
,OLICAMP ROCKET FUEL 230G/8.1OZ,OLICAMP ROCKET FUEL 230G/8.1OZ,OLICAMP,Parts,,,false,,,,,,,328062,,,,,manual,5.4,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,5.4,,draft
,OLICAMP ROCKET FUEL 450G15.8OZ,OLICAMP ROCKET FUEL 450G15.8OZ,OLICAMP,Parts,,,false,,,,,,,328064,,,,,manual,9.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,9.0,,draft
,TRANGIA 35-5 UL ALL BLACK,TRANGIA 35-5 UL ALL BLACK,TRANGIA,Parts,,,false,,,,,,,328067,,,,,manual,110.7,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,110.7,,draft
,TRANGIA 37-5 UL ALL BLACK,TRANGIA 37-5 UL ALL BLACK,TRANGIA,Parts,,,false,,,,,,,328068,,,,,manual,96.3,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,96.3,,draft
,KETTLE 0.9L WITH SIDE HANDLE,KETTLE 0.9L WITH SIDE HANDLE,TRANGIA,Parts,,,false,,,,,,,328069,,,,,manual,21.15,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,21.15,,draft
,KETTLE 0.9L W/ STNLS KNOB SIDE,KETTLE 0.9L W/ STNLS KNOB SIDE,TRANGIA,Parts,,,false,,,,,,,328071,,,,,manual,19.35,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,19.35,,draft
,KETTLE 0.9L W/ STNLS KNOB,KETTLE 0.9L W/ STNLS KNOB,TRANGIA,Parts,,,false,,,,,,,328072,,,,,manual,20.25,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,20.25,,draft
,KETTLE 0.6L W/ STNLS KNOB,KETTLE 0.6L W/ STNLS KNOB,TRANGIA,Parts,,,false,,,,,,,328073,,,,,manual,19.35,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,19.35,,draft
,SMALL LID 325 W/ STNLS KNOB,SMALL LID 325 W/ STNLS KNOB,TRANGIA,Parts,,,false,,,,,,,328075,,,,,manual,6.75,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,6.75,,draft
,CAMPING SET 24-T POT SET LARGE,CAMPING SET 24-T POT SET LARGE,TRANGIA,Parts,,,false,,,,,,,328076,,,,,manual,104.4,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,104.4,,draft
,TUNDRA 2 - DUOSSAL,TUNDRA 2 - DUOSSAL,TRANGIA,Parts,,,false,,,,,,,328077,,,,,manual,66.6,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,66.6,,draft
,TUNDRA 3 - DUOSSAL,TUNDRA 3 - DUOSSAL,TRANGIA,Parts,,,false,,,,,,,328078,,,,,manual,75.6,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,75.6,,draft
,TUNDRA 3 - HARD ANODIZED,TUNDRA 3 - HARD ANODIZED,TRANGIA,Parts,,,false,,,,,,,328079,,,,,manual,75.6,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,75.6,,draft
,TUNDRA 3 MINI - CAMPING SET,TUNDRA 3 MINI - CAMPING SET,TRANGIA,Parts,,,false,,,,,,,328080,,,,,manual,55.8,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,55.8,,draft
,MESS TIN LARGE RED HANDLE,MESS TIN LARGE RED HANDLE,TRANGIA,Parts,,,false,,,,,,,328081,,,,,manual,15.75,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,15.75,,draft
,MESS TIN SMALL RED HANDLE,MESS TIN SMALL RED HANDLE,TRANGIA,Parts,,,false,,,,,,,328082,,,,,manual,10.35,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,10.35,,draft
,BLACK PLATE,BLACK PLATE,TRANGIA,Parts,,,false,,,,,,,328087,,,,,manual,13.95,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,13.95,,draft
,MUG 252 BLACK,MUG 252 BLACK,TRANGIA,Parts,,,false,,,,,,,328088,,,,,manual,20.69,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,20.69,,draft
,28 ORANGE COVER BAG,28 ORANGE COVER BAG,TRANGIA,Parts,,,false,,,,,,,328089,,,,,manual,6.75,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,6.75,,draft
,25-1 UL DUOSSAL GAS BURNER,25-1 UL DUOSSAL GAS BURNER,TRANGIA,Parts,,,false,,,,,,,328091,,,,,manual,200.7,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,200.7,,draft
,ROLL TOP BAG MESS TIN SM BLK,ROLL TOP BAG MESS TIN SM BLK,TRANGIA,Parts,,,false,,,,,,,328092,,,,,manual,15.29,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,15.29,,draft
,27-1 UL DUOSSAL GAS BURNER,27-1 UL DUOSSAL GAS BURNER,TRANGIA,Parts,,,false,,,,,,,328093,,,,,manual,186.3,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,186.3,,draft
,ROLL TOP BAG MESS TIN SM OLVE,ROLL TOP BAG MESS TIN SM OLVE,TRANGIA,Parts,,,false,,,,,,,328094,,,,,manual,13.95,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,13.95,,draft
,ROLL TOP BAG MESS TIN LRG BLK,ROLL TOP BAG MESS TIN LRG BLK,TRANGIA,Parts,,,false,,,,,,,328095,,,,,manual,14.85,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,14.85,,draft
,ROLL TOP BAG MESS TIN LRG OLVE,ROLL TOP BAG MESS TIN LRG OLVE,TRANGIA,Parts,,,false,,,,,,,328096,,,,,manual,14.85,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,14.85,,draft
,EVA MESS TIN CASE SMALL,EVA MESS TIN CASE SMALL,TRANGIA,Parts,,,false,,,,,,,328097,,,,,manual,18.45,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,18.45,,draft
,EVA MESS TIN CASE LARGE,EVA MESS TIN CASE LARGE,TRANGIA,Parts,,,false,,,,,,,328098,,,,,manual,20.7,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,20.7,,draft
,ROLL TOP STOVE BAG 25 BLACK,ROLL TOP STOVE BAG 25 BLACK,TRANGIA,Parts,,,false,,,,,,,328099,,,,,manual,36.45,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,36.45,,draft
,OLICAMP POT LIFTER - RED,OLICAMP POT LIFTER - RED,OLICAMP,Parts,,,false,,,,,,,328100,,,,,manual,5.4,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,5.4,,draft
,OLICAMP POT LIFTER - ORANGE,OLICAMP POT LIFTER - ORANGE,OLICAMP,Parts,,,false,,,,,,,328101,,,,,manual,5.4,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,5.4,,draft
,OLICAMP POT LIFTER - BLUE,OLICAMP POT LIFTER - BLUE,OLICAMP,Parts,,,false,,,,,,,328102,,,,,manual,5.4,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,5.4,,draft
,35-5UL/R RED,35-5UL/R RED,TRANGIA,Parts,,,false,,,,,,,328103,,,,,manual,107.09,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,107.09,,draft
,SPARKLER WHISTLE FIRE STARTER,SPARKLER WHISTLE FIRE STARTER,OLICAMP,Parts,,,false,,,,,,,328104,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,OLICAMP SPARKLER FIRE STARTER,OLICAMP SPARKLER FIRE STARTER,OLICAMP,Parts,,,false,,,,,,,328105,,,,,manual,9.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,9.0,,draft
,ROLL TOP STOVE BAG 25 OLIVE,ROLL TOP STOVE BAG 25 OLIVE,TRANGIA,Parts,,,false,,,,,,,328106,,,,,manual,36.45,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,36.45,,draft
,T3 TRIANGLE STOVE,T3 TRIANGLE STOVE,TRANGIA,Parts,,,false,,,,,,,328109,,,,,manual,37.79,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,37.79,,draft
,FOLDING TITANIUM SPORK,FOLDING TITANIUM SPORK,OLICAMP,Parts,,,false,,,,,,,328110,,,,,manual,9.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,9.0,,draft
,TITANIUM SPORK W/BOTTLE OPENER,TITANIUM SPORK W/BOTTLE OPENER,OLICAMP,Parts,,,false,,,,,,,328117,,,,,manual,11.7,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,11.7,,draft
,OLICAMP TITANIUM 3 PIECE SET,OLICAMP TITANIUM 3 PIECE SET,OLICAMP,Parts,,,false,,,,,,,328120,,,,,manual,27.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,27.0,,draft
,LONG TITANIUM SPOON - BLUE,LONG TITANIUM SPOON - BLUE,OLICAMP,Parts,,,false,,,,,,,328126,,,,,manual,10.8,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,10.8,,draft
,LONG TITANIUM SPOON,LONG TITANIUM SPOON,OLICAMP,Parts,,,false,,,,,,,328127,,,,,manual,10.8,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,10.8,,draft
,LONG TITANIUM SPORK,LONG TITANIUM SPORK,OLICAMP,Parts,,,false,,,,,,,328128,,,,,manual,11.7,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,11.7,,draft
,TITANIUM CHOPSTIX WITH CASE,TITANIUM CHOPSTIX WITH CASE,OLICAMP,Parts,,,false,,,,,,,328129,,,,,manual,14.4,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,14.4,,draft
,SPACE SAVER MUG 750 W/LID TI,SPACE SAVER MUG 750 W/LID TI,OLICAMP,Parts,,,false,,,,,,,328150,,,,,manual,40.49,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,40.49,,draft
,SPACE SAVER LID - TITANIUM,SPACE SAVER LID - TITANIUM,OLICAMP,Parts,,,false,,,,,,,328151,,,,,manual,9.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,9.0,,draft
,SPACE SAVER MUG 550 W/LID TI,SPACE SAVER MUG 550 W/LID TI,OLICAMP,Parts,,,false,,,,,,,328152,,,,,manual,35.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,35.99,,draft
,SPACE SAVER POT 900 W/LID TI,SPACE SAVER POT 900 W/LID TI,OLICAMP,Parts,,,false,,,,,,,328159,,,,,manual,26.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,26.99,,draft
,TITANIUM NAIL TENT STAKE 300MM,TITANIUM NAIL TENT STAKE 300MM,PEREGRINE,Parts,,,false,,,,,,,328201,,,,,manual,9.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,9.0,,draft
,TITANIUM NAIL TENT STAKE 350MM,TITANIUM NAIL TENT STAKE 350MM,PEREGRINE,Parts,,,false,,,,,,,328202,,,,,manual,10.8,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,10.8,,draft
,ADVENTURE KNIFE SLEEVE,ADVENTURE KNIFE SLEEVE,OPINEL,Parts,,,false,,,,,,,328637,,,,,manual,16.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,16.0,,draft
,FOLDING TI STOVE - 6',FOLDING TI STOVE - 6',PEREGRINE,Parts,,,false,,,,,,,328821,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,FOLDING TI STOVE - 10',FOLDING TI STOVE - 10',PEREGRINE,Parts,,,false,,,,,,,328822,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,FOLDING TI STOVE - GLASS - 6',FOLDING TI STOVE - GLASS - 6',PEREGRINE,Parts,,,false,,,,,,,328826,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,FOLDING TI STOVE - GLASS - 10',FOLDING TI STOVE - GLASS - 10',PEREGRINE,Parts,,,false,,,,,,,328827,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,HOT TENT STOVE PIPE JACK DIY,HOT TENT STOVE PIPE JACK DIY,PEREGRINE,Parts,,,false,,,,,,,328890,,,,,manual,18.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,18.0,,draft
,MAGIC BELLOW STICK 8 SECTION,MAGIC BELLOW STICK 8 SECTION,OLICAMP,Parts,,,false,,,,,,,328931,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,MAGIC BELLOW STICK 6 SECTION,MAGIC BELLOW STICK 6 SECTION,OLICAMP,Parts,,,false,,,,,,,328934,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,LUMINATOR GAS LAMP,LUMINATOR GAS LAMP,OLICAMP,Parts,,,false,,,,,,,328940,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,RBS INFRARED STOVE SYSTEM,RBS INFRARED STOVE SYSTEM,OLICAMP,Parts,,,false,,,,,,,328950,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,GENERATOR REMOTE STOVE,GENERATOR REMOTE STOVE,OLICAMP,Parts,,,false,,,,,,,328952,,,,,manual,0.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,0.0,,draft
,VECTOR STOVE,VECTOR STOVE,OLICAMP,Parts,,,false,,,,,,,329000,,,,,manual,26.96,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,26.96,,draft
,STOVE REPLACEMENT VALVE VECTOR,STOVE REPLACEMENT VALVE VECTOR,OLICAMP,Parts,,,false,,,,,,,329003,,,,,manual,12.6,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,12.6,,draft
,ELECTRON STOVE,ELECTRON STOVE,OLICAMP,Parts,,,false,,,,,,,329005,,,,,manual,35.96,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,35.96,,draft
,KINETIC ULTRA TITANIUM STOVE,KINETIC ULTRA TITANIUM STOVE,OLICAMP,Parts,,,false,,,,,,,329010,,,,,manual,44.96,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,44.96,,draft
,ION MICRO TITANIUM STOVE,ION MICRO TITANIUM STOVE,OLICAMP,Parts,,,false,,,,,,,329017,,,,,manual,44.96,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,44.96,,draft
,CONVECTOR WINDSHIELD-BLUE,CONVECTOR WINDSHIELD-BLUE,OLICAMP,Parts,,,false,,,,,,,329020,,,,,manual,12.6,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,12.6,,draft
,CONVECTOR WINDSHIELD-RED,CONVECTOR WINDSHIELD-RED,OLICAMP,Parts,,,false,,,,,,,329021,,,,,manual,12.6,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,12.6,,draft
,CONVECTOR WINDSHIELD-ORANGE,CONVECTOR WINDSHIELD-ORANGE,OLICAMP,Parts,,,false,,,,,,,329022,,,,,manual,12.6,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,12.6,,draft
,CONVECTOR WINDSHIELD-SUNSET,CONVECTOR WINDSHIELD-SUNSET,OLICAMP,Parts,,,false,,,,,,,329023,,,,,manual,12.6,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,12.6,,draft
,KINETIC Ti W XTS POT COMBO,KINETIC Ti W XTS POT COMBO,OLICAMP,Parts,,,false,,,,,,,329026,,,,,manual,72.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,72.0,,draft
,VECTOR WITH XTS POT COMBO,VECTOR WITH XTS POT COMBO,OLICAMP,Parts,,,false,,,,,,,329028,,,,,manual,54.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,54.0,,draft
,ELECTRON WITH XTS POT COMBO,ELECTRON WITH XTS POT COMBO,OLICAMP,Parts,,,false,,,,,,,329032,,,,,manual,63.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,63.0,,draft
,SPACE SAVER MUG MESH BAG,SPACE SAVER MUG MESH BAG,OLICAMP,Parts,,,false,,,,,,,329040,,,,,manual,4.46,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,4.46,,draft
,ION W/TI 550 SPACE SAVER MUG,ION W/TI 550 SPACE SAVER MUG,OLICAMP,Parts,,,false,,,,,,,329041,,,,,manual,76.49,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,76.49,,draft
,VECTOR WITH LT POT COMBO,VECTOR WITH LT POT COMBO,OLICAMP,Parts,,,false,,,,,,,329053,,,,,manual,45.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,45.0,,draft
,ELECTRON WITH LT POT COMBO,ELECTRON WITH LT POT COMBO,OLICAMP,Parts,,,false,,,,,,,329054,,,,,manual,54.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,54.0,,draft
,ION W/TI 900 SPACE SAVER POT,ION W/TI 900 SPACE SAVER POT,OLICAMP,Parts,,,false,,,,,,,329055,,,,,manual,85.5,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,85.5,,draft
,ION W/TI 750 SPACE SAVER MUG,ION W/TI 750 SPACE SAVER MUG,OLICAMP,Parts,,,false,,,,,,,329056,,,,,manual,76.5,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,76.5,,draft
,ION WITH LT POT COMBO,ION WITH LT POT COMBO,OLICAMP,Parts,,,false,,,,,,,329057,,,,,manual,63.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,63.0,,draft
,XTS POT - HARD ANODIZED 1L,XTS POT - HARD ANODIZED 1L,OLICAMP,Parts,,,false,,,,,,,329060,,,,,manual,29.7,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,29.7,,draft
,LT POT - HARD ANODIZED 1L,LT POT - HARD ANODIZED 1L,OLICAMP,Parts,,,false,,,,,,,329061,,,,,manual,19.8,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,19.8,,draft
,SPACE SAVER MUG LID,SPACE SAVER MUG LID,OLICAMP,Parts,,,false,,,,,,,329068,,,,,manual,6.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,6.99,,draft
,OLICAMP GAS CANISTER O-RING,OLICAMP GAS CANISTER O-RING,OLICAMP,Parts,,,false,,,,,,,329080,,,,,manual,1.35,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,1.35,,draft
,VALVE O-RING VECT ELCT XCEL,VALVE O-RING VECT ELCT XCEL,OLICAMP,Parts,,,false,,,,,,,329081,,,,,manual,1.35,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,1.35,,draft
,VALVE O-RING FOR KINETIC STOVE,VALVE O-RING FOR KINETIC STOVE,OLICAMP,Parts,,,false,,,,,,,329082,,,,,manual,1.35,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,1.35,,draft
,ELECTRON PIEZO REPLACEMENT,ELECTRON PIEZO REPLACEMENT,OLICAMP,Parts,,,false,,,,,,,329083,,,,,manual,4.46,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,4.46,,draft
,XTS/LT 1L POT LID REPLACEMENT,XTS/LT 1L POT LID REPLACEMENT,OLICAMP,Parts,,,false,,,,,,,329085,,,,,manual,5.36,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,5.36,,draft
,VISUAL DRY SACK-24L-YELLOW,VISUAL DRY SACK-24L-YELLOW,PEREGRINE,Parts,,,false,,,,,,,329098,,,,,manual,28.8,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,28.8,,draft
,ETREX 22X,ETREX 22X,GARMIN,Parts,,,false,,,,,,,329105,,,,,manual,199.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,199.99,,draft
,ETREX 32X,ETREX 32X,GARMIN,Parts,,,false,,,,,,,329106,,,,,manual,299.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,299.99,,draft
,ULTRALIGHT PACK COVER 15-35L,ULTRALIGHT PACK COVER 15-35L,PEREGRINE,Parts,,,false,,,,,,,329125,,,,,manual,25.2,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,25.2,,draft
,LION SAFARI LT,LION SAFARI LT,LION ENERGY,Parts,,,false,,,,,,,329130,,,,,manual,599.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,599.0,,draft
,KOA 22 DRY BACKPACK - GREY,KOA 22 DRY BACKPACK - GREY,PEREGRINE,Parts,,,false,,,,,,,329136,,,,,manual,45.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,45.0,,draft
,VANGA 25 DRY PACK - BLUE/ORAN,VANGA 25 DRY PACK - BLUE/ORAN,PEREGRINE,Parts,,,false,,,,,,,329152,,,,,manual,90.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,90.0,,draft
,VANGA 25 DRY PACK - GREY,VANGA 25 DRY PACK - GREY,PEREGRINE,Parts,,,false,,,,,,,329153,,,,,manual,90.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,90.0,,draft
,GRIFFUS RLAB 27.5X2.4 TUBELESS,GRIFFUS RLAB 27.5X2.4 TUBELESS,HUTCHINSON,Parts,,,false,,,,,,,329193,,,,,manual,84.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,84.99,,draft
,ULTRALIGHT MESH TOP ZIPBAG-12L,ULTRALIGHT MESH TOP ZIPBAG-12L,PEREGRINE,Parts,,,false,,,,,,,329199,,,,,manual,18.9,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,18.9,,draft
,WINDOW TOILETRY BAG - GREY,WINDOW TOILETRY BAG - GREY,PEREGRINE,Parts,,,false,,,,,,,329205,,,,,manual,13.5,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,13.5,,draft
,SPEED AND CADENCE SENSOR 2,SPEED AND CADENCE SENSOR 2,GARMIN,Parts,,,false,,,,,,,329263,,,,,manual,69.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,69.99,,draft
,HRM-DUAL,HRM-DUAL,GARMIN,Parts,,,false,,,,,,,329264,,,,,manual,69.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,69.99,,draft
,ULTRALIGHT TOILETRY BAG M GREY,ULTRALIGHT TOILETRY BAG M GREY,PEREGRINE,Parts,,,false,,,,,,,329287,,,,,manual,15.3,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,15.3,,draft
,ROVER FLOATER PFD- YELLOW S,ROVER FLOATER PFD- YELLOW S,LEVEL SIX,Parts,,,false,,,,,,,329291,,,,,manual,35.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,35.0,,draft
,ROVER FLOATER PFD- YELLOW M,ROVER FLOATER PFD- YELLOW M,LEVEL SIX,Parts,,,false,,,,,,,329292,,,,,manual,45.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,45.0,,draft
,ROVER FLOATER PFD- YELLOW L,ROVER FLOATER PFD- YELLOW L,LEVEL SIX,Parts,,,false,,,,,,,329293,,,,,manual,45.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,45.0,,draft
,TOUGH DRY SACK 24L-BERRY STRAP,TOUGH DRY SACK 24L-BERRY STRAP,PEREGRINE,Parts,,,false,,,,,,,329315,,,,,manual,24.3,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,24.3,,draft
,TOUGH DRY SACK 36L-BLUE STRAP,TOUGH DRY SACK 36L-BLUE STRAP,PEREGRINE,Parts,,,false,,,,,,,329320,,,,,manual,29.7,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,29.7,,draft
,TOUGH DRY SACK 24L-BLACK STRAP,TOUGH DRY SACK 24L-BLACK STRAP,PEREGRINE,Parts,,,false,,,,,,,329323,,,,,manual,24.3,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,24.3,,draft
,TOUGH DRY SACK 36L-BLACK STRAP,TOUGH DRY SACK 36L-BLACK STRAP,PEREGRINE,Parts,,,false,,,,,,,329324,,,,,manual,29.7,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,29.7,,draft
,50D DRY SACK 25L - PLAID,50D DRY SACK 25L - PLAID,PEREGRINE,Parts,,,false,,,,,,,329338,,,,,manual,22.49,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,22.49,,draft
,DRY BACKPACK LINER 70L GREEN,DRY BACKPACK LINER 70L GREEN,PEREGRINE,Parts,,,false,,,,,,,329342,,,,,manual,35.96,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,35.96,,draft
,PRO 2200 RACE,PRO 2200 RACE,NITERIDER,Parts,,,false,,,,,,,329405,,,,,manual,374.99,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,374.99,,draft
,ROVER FLOATER PFD- YELLOW XL,ROVER FLOATER PFD- YELLOW XL,LEVEL SIX,Parts,,,false,,,,,,,329425,,,,,manual,55.0,,,,,,,,,,,,,adult,,,,new,,,,,,,,grams,,,55.0,,draft
